# time,smoothGCAMP,smoothISOS,smoothdFF
2.064383958712320832e-02,4.284111404418945312e+01,3.651019668579101562e+01,3.902790244317040358e-01
1.020395499592090083e+00,9.191552734375000000e+01,7.916300964355468750e+01,2.150520902616049224e+00
2.020147159597056596e+00,9.788081741333007812e+01,8.511095428466796875e+01,1.349715092942964878e+00
3.019898819602023554e+00,9.813808059692382812e+01,8.490172576904296875e+01,1.860844646589879581e+00
4.019650479606990068e+00,9.781565093994140625e+01,8.475317764282226562e+01,1.700094544743366631e+00
5.019402139611957026e+00,9.530957412719726562e+01,8.430179214477539062e+01,-3.870085572476978375e-01
6.019153799616923983e+00,9.086193847656250000e+01,8.370809173583984375e+01,-4.377389178012547788e+00
7.018905459621890941e+00,9.125356674194335938e+01,8.365969848632812500e+01,-3.910966074979499219e+00
8.018657119626857011e+00,9.469282913208007812e+01,8.361741638183593750e+01,-2.401983283583586926e-01
9.018408779631824856e+00,9.509928512573242188e+01,8.344070053100585938e+01,3.953049714051666275e-01
1.001816043963679093e+01,9.654989624023437500e+01,8.360840225219726562e+01,1.726953997989928880e+00
1.101791209964175877e+01,9.582458114624023438e+01,8.346274566650390625e+01,1.134887636339088512e+00
1.201766375964672484e+01,9.415862274169921875e+01,8.334469604492187500e+01,-4.858809416588179553e-01
1.301741541965169091e+01,9.395394134521484375e+01,8.333401870727539062e+01,-6.897747053564244890e-01
1.401716707965665876e+01,9.054750061035156250e+01,8.288534164428710938e+01,-3.784327092601075471e+00
1.501691873966162483e+01,8.973018646240234375e+01,8.277574539184570312e+01,-4.529493127468851910e+00
1.601667039966659090e+01,9.264982223510742188e+01,8.302891159057617188e+01,-1.716697944829109979e+00
1.701642205967155874e+01,9.379007720947265625e+01,8.335115432739257812e+01,-8.828917790587891279e-01
1.801617371967652659e+01,9.486222457885742188e+01,8.357430648803710938e+01,-1.137302824158791491e-02
1.901592537968149088e+01,9.323732757568359375e+01,8.319582748413085938e+01,-1.287323377287823645e+00
