# time,smoothGCAMP,smoothISOS,smoothdFF
2.064383958712320832e-02,3.017598724365234375e+01,3.105371093750000000e+01,1.197709060678779593e+02
1.020395499592090083e+00,6.564669036865234375e+01,6.738846969604492188e+01,5.652356418809871386e+00
2.020147159597056596e+00,7.093035888671875000e+01,7.259360885620117188e+01,2.695321490531711106e+00
3.019898819602023554e+00,7.086143493652343750e+01,7.243189620971679688e+01,2.916532035150589230e+00
4.019650479606990068e+00,7.076358413696289062e+01,7.237833023071289062e+01,2.881041951564164982e+00
5.019402139611957026e+00,7.074171447753906250e+01,7.257891464233398438e+01,2.451232131630395106e+00
6.019153799616923983e+00,7.078212356567382812e+01,7.262289428710937500e+01,2.422848521234762131e+00
7.018905459621890941e+00,7.069061279296875000e+01,7.259850692749023438e+01,2.338541052498027462e+00
8.018657119626857011e+00,7.078044891357421875e+01,7.266725158691406250e+01,2.332924397908298086e+00
9.018408779631824856e+00,7.083964538574218750e+01,7.261805343627929688e+01,2.515649796816970873e+00
1.001816043963679093e+01,7.066466903686523438e+01,7.242990875244140625e+01,2.634703131877660809e+00
1.101791209964175877e+01,7.047571563720703125e+01,7.227323532104492188e+01,2.671503939864941390e+00
1.201766375964672484e+01,7.018240737915039062e+01,7.225526428222656250e+01,2.279874552051989411e+00
1.301741541965169091e+01,7.018561553955078125e+01,7.225135803222656250e+01,2.292307475889598933e+00
1.401716707965665876e+01,7.028945159912109375e+01,7.237055969238281250e+01,2.207097071771173091e+00
1.501691873966162483e+01,7.055441284179687500e+01,7.260567855834960938e+01,2.127239648567275765e+00
1.601667039966659090e+01,7.081672668457031250e+01,7.288116073608398438e+01,1.965283987455960446e+00
1.701642205967155874e+01,7.085054397583007812e+01,7.295694732666015625e+01,1.865895760351189647e+00
1.801617371967652659e+01,7.042682266235351562e+01,7.251245117187500000e+01,2.126146525261532805e+00
1.901592537968149088e+01,7.002258300781250000e+01,7.225183868408203125e+01,2.053742671056033586e+00
2.001567703968645873e+01,7.016876220703125000e+01,7.223245620727539062e+01,2.305289797870318402e+00
2.101542869969142657e+01,7.010288619995117188e+01,7.218152618408203125e+01,2.310449421609223286e+00
2.201518035969639442e+01,6.998773193359375000e+01,7.223513412475585938e+01,2.036042455329675871e+00
2.301493201970135871e+01,6.984968566894531250e+01,7.215310668945312500e+01,1.997277243967366500e+00
2.401468367970632656e+01,6.979479217529296875e+01,7.213970947265625000e+01,1.943687519241824146e+00
2.501443533971129440e+01,6.994022369384765625e+01,7.221511077880859375e+01,2.006448869738261642e+00
2.601418699971625870e+01,6.995978927612304688e+01,7.225757217407226562e+01,1.950875499324839391e+00
2.701393865972122654e+01,6.999510574340820312e+01,7.234961700439453125e+01,1.820398434497784379e+00
2.801369031972619439e+01,7.001482391357421875e+01,7.239858245849609375e+01,1.752530151086344690e+00
2.901344197973115868e+01,6.993779373168945312e+01,7.230654144287109375e+01,1.822023855035763029e+00
3.001319363973612653e+01,6.991666412353515625e+01,7.220266342163085938e+01,1.996755062503654976e+00
3.101294529974109437e+01,6.991976165771484375e+01,7.218548965454101562e+01,2.035328813725037378e+00
3.201269695974605867e+01,6.973725509643554688e+01,7.219590377807617188e+01,1.748393643808853426e+00
3.301244861975102651e+01,6.954310989379882812e+01,7.219472885131835938e+01,1.467448128696697607e+00
3.401220027975599436e+01,6.958521270751953125e+01,7.208797454833984375e+01,1.739988365927668035e+00
3.501195193976096220e+01,6.956315612792968750e+01,7.201094436645507812e+01,1.860566720176126676e+00
3.601170359976593005e+01,6.969928359985351562e+01,7.205406188964843750e+01,1.974127898244447898e+00
3.701145525977089790e+01,6.979421615600585938e+01,7.199466323852539062e+01,2.231373281339075643e+00
3.801120691977585864e+01,6.966965103149414062e+01,7.203938293457031250e+01,1.959944297927044277e+00
3.901095857978082648e+01,6.967834854125976562e+01,7.211896133422851562e+01,1.814711735413100380e+00
4.001071023978579433e+01,6.968898010253906250e+01,7.211116409301757812e+01,1.845704742153214895e+00
4.101046189979076217e+01,6.961578750610351562e+01,7.207171630859375000e+01,1.816933903383982640e+00
4.201021355979573002e+01,6.948448944091796875e+01,7.202230072021484375e+01,1.722841716089142050e+00
4.300996521980069787e+01,6.941440963745117188e+01,7.200970458984375000e+01,1.645217057509413827e+00
4.400971687980566571e+01,6.930508041381835938e+01,7.200273513793945312e+01,1.498922869600572527e+00
4.500946853981062645e+01,6.919143295288085938e+01,7.201835632324218750e+01,1.301610023113746628e+00
4.600922019981559430e+01,6.919376754760742188e+01,7.194868087768554688e+01,1.442883523235070520e+00
4.700897185982056214e+01,6.927410125732421875e+01,7.180213928222656250e+01,1.852162275536219038e+00
4.800872351982552999e+01,6.925689315795898438e+01,7.178028488159179688e+01,1.870467486487207287e+00
4.900847517983049784e+01,6.923934936523437500e+01,7.174282836914062500e+01,1.919466814778803876e+00
5.000822683983546568e+01,6.910934829711914062e+01,7.165587615966796875e+01,1.901857137413518029e+00
5.100797849984043353e+01,6.888183212280273438e+01,7.164617919921875000e+01,1.585733746805200628e+00
5.200773015984539427e+01,6.862777328491210938e+01,7.162024688720703125e+01,1.262643554359758280e+00
5.300748181985036211e+01,6.839731216430664062e+01,7.156222534179687500e+01,1.037824402674940139e+00
5.400723347985532996e+01,6.865749359130859375e+01,7.156563186645507812e+01,1.415370817307799900e+00
5.500698513986029781e+01,6.909280014038085938e+01,7.163285446166992188e+01,1.923547819500129652e+00
5.600673679986526565e+01,6.919924545288085938e+01,7.171164703369140625e+01,1.922754528208896252e+00
5.700648845987023350e+01,6.910108947753906250e+01,7.172989273071289062e+01,1.741757704923019068e+00
5.800624011987519424e+01,6.908425521850585938e+01,7.167171859741210938e+01,1.833167860933735627e+00
5.900599177988016208e+01,6.887430191040039062e+01,7.161457824707031250e+01,1.637730128449207845e+00
6.000574343988512993e+01,6.841757583618164062e+01,7.148953247070312500e+01,1.212545354819353882e+00
6.100549509989009778e+01,6.843576049804687500e+01,7.141234588623046875e+01,1.393679824157830982e+00
6.200524675989506562e+01,6.876125335693359375e+01,7.148364639282226562e+01,1.732760513666291802e+00
6.300499841990003347e+01,6.887353515625000000e+01,7.145215606689453125e+01,1.962165935338521239e+00
6.400475007990499421e+01,6.867377853393554688e+01,7.144899368286132812e+01,1.672782156630906014e+00
6.500450173990996916e+01,6.863291931152343750e+01,7.156847000122070312e+01,1.373410151592385775e+00
6.600425339991492990e+01,6.853463745117187500e+01,7.153527450561523438e+01,1.294407086806546481e+00
6.700400505991990485e+01,6.837220001220703125e+01,7.139342117309570312e+01,1.337360993321932812e+00
6.800375671992486559e+01,6.846233367919921875e+01,7.142135238647460938e+01,1.415022475309084982e+00
6.900350837992982633e+01,6.833281326293945312e+01,7.151672744750976562e+01,1.033005716254348005e+00
