# time,smoothGCAMP,smoothISOS,smoothdFF
2.064383958712320832e-02,3.175045967102050781e+01,3.515384292602539062e+01,3.756386963592869943e+00
1.020395499592090083e+00,6.900951194763183594e+01,7.649570465087890625e+01,2.310429060091206743e+00
2.020147159597056596e+00,7.432349395751953125e+01,8.264957046508789062e+01,1.901841466722072438e+00
3.019898819602023554e+00,7.410254287719726562e+01,8.265007781982421875e+01,1.598274713999127794e+00
4.019650479606990068e+00,7.408913803100585938e+01,8.272254562377929688e+01,1.490014428698892779e+00
5.019402139611957026e+00,7.430625915527343750e+01,8.279485321044921875e+01,1.697648077784872589e+00
6.019153799616923983e+00,7.445743942260742188e+01,8.281707763671875000e+01,1.876936567315287796e+00
7.018905459621890941e+00,7.438182449340820312e+01,8.278497314453125000e+01,1.813340477112624693e+00
8.018657119626857011e+00,7.442923736572265625e+01,8.276457595825195312e+01,1.903598747182777551e+00
9.018408779631824856e+00,7.432386016845703125e+01,8.268260955810546875e+01,1.861215153653809518e+00
1.001816043963679093e+01,7.416864776611328125e+01,8.241783142089843750e+01,1.978348251295521498e+00
1.101791209964175877e+01,7.411091613769531250e+01,8.223899459838867188e+01,2.122798990959823495e+00
1.201766375964672484e+01,7.403892135620117188e+01,8.233008193969726562e+01,1.909577011471155217e+00
1.301741541965169091e+01,7.384209823608398438e+01,8.232722091674804688e+01,1.642231065408786606e+00
1.401716707965665876e+01,7.376135635375976562e+01,8.227083206176757812e+01,1.601384416496792307e+00
1.501691873966162483e+01,7.404680252075195312e+01,8.249242019653320312e+01,1.717833073067771110e+00
1.601667039966659090e+01,7.445323562622070312e+01,8.267138290405273438e+01,2.052520846120136078e+00
1.701642205967155874e+01,7.468464660644531250e+01,8.253459930419921875e+01,2.541078828950883217e+00
1.801617371967652659e+01,7.461290359497070312e+01,8.252458572387695312e+01,2.455132213269741737e+00
1.901592537968149088e+01,7.439670181274414062e+01,8.253720855712890625e+01,2.142472599236222575e+00
2.001567703968645873e+01,7.428022766113281250e+01,8.242170715332031250e+01,2.126914284774460651e+00
2.101542869969142657e+01,7.458404541015625000e+01,8.239066314697265625e+01,2.583656947497324996e+00
2.201518035969639442e+01,7.465840148925781250e+01,8.235307312011718750e+01,2.733271065767500119e+00
2.301493201970135871e+01,7.420826721191406250e+01,8.238683700561523438e+01,2.071595703372260733e+00
2.401468367970632656e+01,7.390143966674804688e+01,8.247019958496093750e+01,1.545777154907968409e+00
2.501443533971129440e+01,7.388955307006835938e+01,8.244851684570312500e+01,1.556414045367758625e+00
2.601418699971625870e+01,7.410476684570312500e+01,8.261250305175781250e+01,1.648000290755090802e+00
2.701393865972122654e+01,7.412420654296875000e+01,8.290106582641601562e+01,1.317207146654634231e+00
2.801369031972619439e+01,7.388146591186523438e+01,8.300300979614257812e+01,8.601435645490317361e-01
2.901344197973115868e+01,7.354430389404296875e+01,8.294411087036132812e+01,4.718716105946158534e-01
3.001319363973612653e+01,7.324757385253906250e+01,8.281451797485351562e+01,2.246579166142044226e-01
