# time,smoothGCAMP,smoothISOS,smoothdFF
1.081343978373120428e-02,3.852102279663085938e+01,3.601087188720703125e+01,-1.794670468454389933e+01
1.010565099788697907e+00,8.418891143798828125e+01,7.890623855590820312e+01,4.370432516258734301e-01
2.010316759793664865e+00,9.098077392578125000e+01,8.577782821655273438e+01,1.394011195719865093e+00
3.010068419798631822e+00,9.107352066040039062e+01,8.575644302368164062e+01,1.518172926780793297e+00
4.009820079803598780e+00,9.114328384399414062e+01,8.556510162353515625e+01,1.782561922930278930e+00
5.009571739808564850e+00,9.007477188110351562e+01,8.480800628662109375e+01,1.325791638800053907e+00
6.009323399813531807e+00,8.949646377563476562e+01,8.421237564086914062e+01,1.258507513286831747e+00
7.009075059818498765e+00,8.930202865600585938e+01,8.449382781982421875e+01,7.626732440094516896e-01
8.008826719823465723e+00,8.884327316284179688e+01,8.556906509399414062e+01,-7.897070993953285711e-01
9.008578379828431792e+00,8.871218109130859375e+01,8.624797058105468750e+01,-1.577559305356398545e+00
1.000833003983339964e+01,8.859412002563476562e+01,8.574810028076171875e+01,-1.237679003779570852e+00
1.100808169983836571e+01,8.953726196289062500e+01,8.569934844970703125e+01,-1.396340659732345502e-01
1.200783335984333355e+01,9.122593307495117188e+01,8.642727279663085938e+01,1.038552543706934506e+00
1.300758501984829962e+01,9.169954681396484375e+01,8.662603759765625000e+01,1.371261180314810479e+00
1.400733667985326569e+01,9.138531875610351562e+01,8.642936706542968750e+01,1.213064129417449122e+00
1.500708833985823354e+01,9.106938552856445312e+01,8.644046401977539062e+01,8.524990457241899966e-01
1.600683999986319961e+01,9.076049423217773438e+01,8.646272659301757812e+01,4.891268615831488864e-01
1.700659165986816745e+01,9.101578140258789062e+01,8.654995346069335938e+01,6.881820021007643007e-01
1.800634331987313530e+01,9.102399826049804688e+01,8.589989089965820312e+01,1.323689794430533029e+00
1.900609497987809959e+01,9.014090347290039062e+01,8.491460037231445312e+01,1.295765098721726849e+00
2.000584663988306744e+01,8.999207687377929688e+01,8.458550262451171875e+01,1.451063856509380301e+00
2.100559829988803529e+01,9.016168212890625000e+01,8.453057861328125000e+01,1.696397775222672655e+00
2.200534995989299958e+01,9.010049438476562500e+01,8.448775863647460938e+01,1.669596122734616772e+00
2.300510161989796742e+01,9.029470825195312500e+01,8.439640808105468750e+01,1.979117095883983879e+00
2.400485327990293527e+01,8.999110412597656250e+01,8.447732925415039062e+01,1.556434540438014658e+00
2.500460493990789956e+01,8.954944229125976562e+01,8.440388870239257812e+01,1.130066272365732649e+00
2.600435659991286741e+01,8.966080474853515625e+01,8.418908309936523438e+01,1.467435162345426924e+00
2.700410825991783526e+01,8.988339614868164062e+01,8.426812362670898438e+01,1.641178516813126986e+00
2.800385991992280310e+01,8.992960357666015625e+01,8.440102386474609375e+01,1.562215184467900198e+00
2.900361157992776739e+01,8.972755813598632812e+01,8.430284881591796875e+01,1.430714574697418584e+00
3.000336323993273524e+01,8.950991821289062500e+01,8.416873168945312500e+01,1.316739953657856788e+00
3.100311489993770309e+01,8.933712005615234375e+01,8.418320846557617188e+01,1.106905912654299717e+00
3.200286655994266738e+01,8.899252319335937500e+01,8.423020935058593750e+01,6.708741694756793494e-01
3.300261821994763523e+01,8.885128784179687500e+01,8.422756958007812500e+01,5.136850664520312693e-01
3.400236987995260307e+01,8.921360778808593750e+01,8.420051956176757812e+01,9.501187882729262846e-01
3.500212153995757092e+01,8.949773788452148438e+01,8.415202713012695312e+01,1.319422228230249461e+00
3.600187319996253876e+01,8.943848037719726562e+01,8.413320922851562500e+01,1.270884395351808305e+00
3.700162485996749950e+01,8.928519058227539062e+01,8.421015548706054688e+01,1.021649329220847502e+00
3.800137651997246735e+01,8.939098358154296875e+01,8.423580932617187500e+01,1.116117178160635381e+00
3.900112817997743520e+01,8.959104156494140625e+01,8.413674926757812500e+01,1.440133365775263297e+00
4.000087983998240304e+01,8.953379821777343750e+01,8.402412033081054688e+01,1.486579371907665870e+00
4.100063149998737089e+01,8.953221511840820312e+01,8.401159286499023438e+01,1.497175030103078841e+00
4.200038315999233873e+01,8.928679275512695312e+01,8.418910598754882812e+01,1.044150370666496741e+00
4.300013481999730658e+01,8.908481979370117188e+01,8.434281539916992188e+01,6.650458541875655660e-01
4.399988648000226732e+01,8.921586608886718750e+01,8.425980377197265625e+01,8.944882080765582666e-01
4.499963814000723517e+01,8.943153381347656250e+01,8.401172637939453125e+01,1.382906898650803296e+00
4.599938980001220301e+01,8.974596023559570312e+01,8.348937606811523438e+01,2.259920343063307246e+00
4.699914146001717086e+01,9.015798568725585938e+01,8.288652420043945312e+01,3.339642573170706896e+00
4.799889312002213870e+01,9.033473587036132812e+01,8.273371505737304688e+01,3.698376872973622831e+00
4.899864478002710655e+01,8.952726364135742188e+01,8.329616546630859375e+01,2.204160256659739137e+00
4.999839644003207439e+01,8.887405395507812500e+01,8.354301452636718750e+01,1.213258536520683384e+00
5.099814810003703514e+01,8.906599044799804688e+01,8.335772705078125000e+01,1.616178180317962232e+00
5.199789976004200298e+01,8.888771057128906250e+01,8.342610549926757812e+01,1.344808572481857700e+00
5.299765142004697083e+01,8.867132186889648438e+01,8.338764190673828125e+01,1.136222985458350765e+00
5.399740308005193867e+01,8.891925048828125000e+01,8.329737472534179688e+01,1.508848871859306495e+00
5.499715474005690652e+01,8.859003448486328125e+01,8.348195266723632812e+01,9.501557793331747437e-01
5.599690640006187436e+01,8.737364959716796875e+01,8.410839843750000000e+01,-1.043217260975223715e+00
5.699665806006684221e+01,8.687757492065429688e+01,8.445845413208007812e+01,-1.939277355165585082e+00
5.799640972007180295e+01,8.717154312133789062e+01,8.463503646850585938e+01,-1.775770703131444916e+00
5.899616138007677080e+01,8.724114227294921875e+01,8.485467910766601562e+01,-1.906054784102898303e+00
5.999591304008173864e+01,8.716849136352539062e+01,8.484191513061523438e+01,-1.975649276715214064e+00
6.099566470008670649e+01,8.709133529663085938e+01,8.483938980102539062e+01,-2.060023218001359790e+00
6.199541636009167433e+01,8.788148498535156250e+01,8.431847763061523438e+01,-6.712279460118840690e-01
6.299516802009664218e+01,8.864320755004882812e+01,8.398826599121093750e+01,5.122117279165422365e-01
6.399491968010160292e+01,8.837911224365234375e+01,8.425544357299804688e+01,-4.756217724684894121e-02
6.499467134010657787e+01,8.816849899291992188e+01,8.417063522338867188e+01,-2.034679196833336923e-01
6.599442300011153861e+01,8.837480163574218750e+01,8.401795196533203125e+01,1.788779887610626729e-01
6.699417466011651356e+01,8.873833847045898438e+01,8.414470672607421875e+01,4.668720745458291854e-01
6.799392632012147430e+01,8.877694702148437500e+01,8.413808822631835938e+01,5.170586200307082381e-01
6.899367798012643505e+01,8.825512695312500000e+01,8.417954635620117188e+01,-1.140762437883965918e-01
6.999342964013141000e+01,8.854747390747070312e+01,8.448907089233398438e+01,-8.410750153019003195e-02
7.099318130013637074e+01,8.914424896240234375e+01,8.441788101196289062e+01,6.587989640324763974e-01
7.199293296014134569e+01,8.877252197265625000e+01,8.438934707641601562e+01,2.668292883982392727e-01
7.299268462014630643e+01,8.893937301635742188e+01,8.465854263305664062e+01,1.933925582272966459e-01
7.399243628015128138e+01,8.940141296386718750e+01,8.427602767944335938e+01,1.088378955717704821e+00
7.499218794015624212e+01,8.965435028076171875e+01,8.353141784667968750e+01,2.113484116029124227e+00
7.599193960016120286e+01,8.984113311767578125e+01,8.351025772094726562e+01,2.347429120604011654e+00
7.699169126016617781e+01,8.842875289916992188e+01,8.440950775146484375e+01,-1.409993784400732919e-01
7.799144292017113855e+01,8.772386932373046875e+01,8.493291473388671875e+01,-1.437813448437130548e+00
7.899119458017611350e+01,8.888361358642578125e+01,8.440916061401367188e+01,3.729945873159704051e-01
7.999094624018107424e+01,8.921073532104492188e+01,8.416962051391601562e+01,9.772199446578719861e-01
8.099069790018603499e+01,8.925938796997070312e+01,8.415286636352539062e+01,1.048763529391714799e+00
8.199044956019100994e+01,8.974585723876953125e+01,8.379202270507812500e+01,1.957542180069903104e+00
8.299020122019597068e+01,8.951663208007812500e+01,8.408442687988281250e+01,1.407528946722909957e+00
8.398995288020094563e+01,8.909427642822265625e+01,8.459501266479492188e+01,4.296873256375272065e-01
8.498970454020590637e+01,8.905406188964843750e+01,8.453462219238281250e+01,4.431373311003811710e-01
8.598945620021088132e+01,8.897314834594726562e+01,8.452595901489257812e+01,3.603060746825606508e-01
8.698920786021584206e+01,8.886793518066406250e+01,8.456132125854492188e+01,2.072653105209954771e-01
8.798895952022080280e+01,8.907172393798828125e+01,8.427118301391601562e+01,7.203346830744165041e-01
8.898871118022577775e+01,8.943235015869140625e+01,8.413262939453125000e+01,1.264514723918639172e+00
8.998846284023073849e+01,8.935961532592773438e+01,8.415530395507812500e+01,1.159829070038488119e+00
9.098821450023571344e+01,8.904338836669921875e+01,8.409384155273437500e+01,8.621743917539276270e-01
9.198796616024067418e+01,8.900005340576171875e+01,8.423140335083007812e+01,6.782235280902658703e-01
9.298771782024564914e+01,8.923617935180664062e+01,8.435359573364257812e+01,8.255220136166901979e-01
9.398746948025060988e+01,8.948393630981445312e+01,8.423336410522460938e+01,1.223669149940717960e+00
9.498722114025557062e+01,8.836078262329101562e+01,8.417546844482421875e+01,9.471442654299937203e-03
9.598697280026054557e+01,8.745813751220703125e+01,8.435147476196289062e+01,-1.181403083782063046e+00
9.698672446026550631e+01,8.833414077758789062e+01,8.505573654174804688e+01,-8.697435451766984960e-01
9.798647612027048126e+01,8.907651519775390625e+01,8.580035018920898438e+01,-7.496161032033975546e-01
9.898622778027544200e+01,8.903002929687500000e+01,8.582427215576171875e+01,-8.241365995929098576e-01
9.998597944028041695e+01,8.881019592285156250e+01,8.543690872192382812e+01,-7.006637616628528242e-01
1.009857311002853777e+02,8.905879592895507812e+01,8.492996215820312500e+01,6.489756411155762905e-02
1.019854827602903384e+02,8.937689971923828125e+01,8.480740356445312500e+01,5.413359927720456932e-01
1.029852344202953134e+02,8.920497131347656250e+01,8.477448654174804688e+01,3.798851155055376627e-01
