# time,smoothGCAMP,smoothISOS,smoothdFF
1.081343978373120428e-02,3.981290435791015625e+01,3.608511734008789062e+01,1.393857416163604057e+01
1.010565099788697907e+00,8.636366653442382812e+01,7.899850845336914062e+01,1.769375635976010219e+00
2.010316759793664865e+00,9.363884353637695312e+01,8.577442550659179688e+01,9.644901295059294943e-01
3.010068419798631822e+00,9.116783142089843750e+01,8.544916534423828125e+01,-1.297163818875714636e+00
4.009820079803598780e+00,8.893098449707031250e+01,8.543232345581054688e+01,-3.698459364088586110e+00
5.009571739808564850e+00,8.866182708740234375e+01,8.578719329833984375e+01,-4.417200095362690426e+00
6.009323399813531807e+00,8.749423599243164062e+01,8.580248641967773438e+01,-5.694020383598815016e+00
7.009075059818498765e+00,8.733976364135742188e+01,8.578767776489257812e+01,-5.843036326182592610e+00
8.008826719823465723e+00,8.682481002807617188e+01,8.585376739501953125e+01,-6.475697539489448928e+00
9.008578379828431792e+00,8.809272003173828125e+01,8.602227401733398438e+01,-5.309885890429733024e+00
1.000833003983339964e+01,9.126787567138671875e+01,8.613761520385742188e+01,-2.038219523500499175e+00
1.100808169983836571e+01,9.264950561523437500e+01,8.599471664428710938e+01,-3.775086437657707572e-01
1.200783335984333355e+01,9.272218322753906250e+01,8.590192031860351562e+01,-1.835030165853743511e-01
1.300758501984829962e+01,9.295137405395507812e+01,8.588478088378906250e+01,8.470492051562182600e-02
1.400733667985326569e+01,9.293565750122070312e+01,8.589229965209960938e+01,5.835919530206297445e-02
1.500708833985823354e+01,9.123879623413085938e+01,8.584132766723632812e+01,-1.705802172461631239e+00
1.600683999986319961e+01,8.988143539428710938e+01,8.578693389892578125e+01,-3.102073529004955699e+00
1.700659165986816745e+01,9.032180023193359375e+01,8.577961730957031250e+01,-2.618396812681718089e+00
1.800634331987313530e+01,9.060882949829101562e+01,8.571833801269531250e+01,-2.233793425567224489e+00
1.900609497987809959e+01,9.070137023925781250e+01,8.569344711303710938e+01,-2.103357888174675061e+00
2.000584663988306744e+01,9.080825805664062500e+01,8.573209762573242188e+01,-2.035530502180660228e+00
2.100559829988803529e+01,9.084555435180664062e+01,8.576122665405273438e+01,-2.031107710657912069e+00
2.200534995989299958e+01,9.083824539184570312e+01,8.572490692138671875e+01,-1.994336067837563009e+00
2.300510161989796742e+01,9.084011077880859375e+01,8.568947982788085938e+01,-1.948727118691708116e+00
2.400485327990293527e+01,9.029613494873046875e+01,8.560741424560546875e+01,-2.435352465902618224e+00
2.500460493990789956e+01,8.868645477294921875e+01,8.546567153930664062e+01,-4.003581600884639435e+00
2.600435659991286741e+01,8.727320480346679688e+01,8.553503417968750000e+01,-5.615751606588482936e+00
2.700410825991783526e+01,8.754543685913085938e+01,8.568255233764648438e+01,-5.496722086660244422e+00
2.800385991992280310e+01,8.831872940063476562e+01,8.577950286865234375e+01,-4.777896554712317112e+00
2.900361157992776739e+01,8.819718933105468750e+01,8.575434112548828125e+01,-4.878918727978052594e+00
3.000336323993273524e+01,8.787807464599609375e+01,8.565156173706054688e+01,-5.100716749772606917e+00
3.100311489993770309e+01,8.776801681518554688e+01,8.553624725341796875e+01,-5.082070731749907644e+00
3.200286655994266738e+01,8.772837066650390625e+01,8.542916488647460938e+01,-4.996965275606779500e+00
3.300261821994763523e+01,8.773377990722656250e+01,8.543788146972656250e+01,-5.001538811535541917e+00
3.400236987995260307e+01,8.780928421020507812e+01,8.540040588378906250e+01,-4.874879759742663410e+00
3.500212153995757092e+01,8.802474594116210938e+01,8.544403457641601562e+01,-4.693866308503677587e+00
3.600187319996253876e+01,8.803447723388671875e+01,8.547634124755859375e+01,-4.722098605424058348e+00
3.700162485996749950e+01,8.781777572631835938e+01,8.542103195190429688e+01,-4.890402270228467074e+00
3.800137651997246735e+01,8.760481643676757812e+01,8.540303421020507812e+01,-5.099526048431651581e+00
3.900112817997743520e+01,8.746775054931640625e+01,8.535021591186523438e+01,-5.184899091933440118e+00
4.000087983998240304e+01,8.760180664062500000e+01,8.539537429809570312e+01,-5.093625584648544979e+00
4.100063149998737089e+01,8.741342163085937500e+01,8.537683105468750000e+01,-5.275582333466992679e+00
4.200038315999233873e+01,8.674291992187500000e+01,8.535324096679687500e+01,-5.974202634017402147e+00
4.300013481999730658e+01,8.655356979370117188e+01,8.541266250610351562e+01,-6.249694399186599192e+00
4.399988648000226732e+01,8.667679214477539062e+01,8.540982818603515625e+01,-6.112873475465914197e+00
4.499963814000723517e+01,8.892573928833007812e+01,8.570560073852539062e+01,-4.034492127390054250e+00
4.599938980001220301e+01,9.124449539184570312e+01,8.589871215820312500e+01,-1.770304611564295971e+00
4.699914146001717086e+01,9.112801742553710938e+01,8.574591064453125000e+01,-1.707610745303069777e+00
4.799889312002213870e+01,8.907475280761718750e+01,8.557247543334960938e+01,-3.712767134390931201e+00
4.899864478002710655e+01,8.740458679199218750e+01,8.537921142578125000e+01,-5.287998017384158089e+00
4.999839644003207439e+01,8.792291259765625000e+01,8.539138031005859375e+01,-4.740949761905077331e+00
5.099814810003703514e+01,8.884122848510742188e+01,8.551337814331054688e+01,-3.893781410473423410e+00
5.199789976004200298e+01,8.987193298339843750e+01,8.557663345336914062e+01,-2.856117608821910014e+00
5.299765142004697083e+01,9.005039978027343750e+01,8.558512496948242188e+01,-2.673601943466069386e+00
5.399740308005193867e+01,8.964782714843750000e+01,8.545719528198242188e+01,-2.952610557821918835e+00
5.499715474005690652e+01,8.839942169189453125e+01,8.523644638061523438e+01,-4.037297611965458444e+00
5.599690640006187436e+01,8.761243820190429688e+01,8.517393875122070312e+01,-4.816481501247663388e+00
5.699665806006684221e+01,8.819956970214843750e+01,8.526851654052734375e+01,-4.293007944825772526e+00
