# time,smoothGCAMP,smoothISOS,smoothdFF
1.081343978373120428e-02,3.751667404174804688e+01,3.830399322509765625e+01,-6.645770929884990608e+01
1.010565099788697907e+00,8.087076568603515625e+01,8.279409790039062500e+01,-9.316864322291676714e+00
2.010316759793664865e+00,8.535740661621093750e+01,8.847190093994140625e+01,-1.076691372699154270e+00
3.010068419798631822e+00,8.439652252197265625e+01,8.850804901123046875e+01,-2.169406309965399515e+00
4.009820079803598780e+00,8.643133544921875000e+01,8.967847442626953125e+01,8.867396399911503524e-01
5.009571739808564850e+00,8.816170120239257812e+01,9.020932006835937500e+01,3.232433616267212262e+00
6.009323399813531807e+00,8.830529403686523438e+01,8.962258911132812500e+01,3.039864139301423407e+00
7.009075059818498765e+00,8.915545272827148438e+01,8.906436538696289062e+01,3.687743620744424522e+00
8.008826719823465723e+00,8.938972854614257812e+01,8.862516784667968750e+01,3.690336772810298704e+00
9.008578379828431792e+00,8.877822494506835938e+01,8.824347686767578125e+01,2.749202584011808170e+00
1.000833003983339964e+01,8.929216766357421875e+01,8.833724594116210938e+01,3.401202743447398369e+00
1.100808169983836571e+01,8.996235275268554688e+01,8.866178131103515625e+01,4.377157407144969703e+00
1.200783335984333355e+01,9.020788955688476562e+01,8.893864822387695312e+01,4.833627128695697550e+00
1.300758501984829962e+01,8.949169540405273438e+01,8.878197097778320312e+01,3.904914405046335801e+00
1.400733667985326569e+01,8.888467407226562500e+01,8.851317596435546875e+01,3.036280459948481614e+00
1.500708833985823354e+01,8.970275878906250000e+01,8.841496658325195312e+01,3.924329951614506928e+00
1.600683999986319961e+01,9.092350387573242188e+01,8.825035095214843750e+01,5.236348890127747957e+00
1.700659165986816745e+01,9.188563919067382812e+01,8.829185104370117188e+01,6.375975067242420025e+00
1.800634331987313530e+01,9.216040802001953125e+01,8.849162673950195312e+01,6.819957849032668662e+00
1.900609497987809959e+01,9.159940338134765625e+01,8.843812942504882812e+01,6.136183123176170540e+00
2.000584663988306744e+01,9.103404998779296875e+01,8.815641403198242188e+01,5.305958304562790495e+00
2.100559829988803529e+01,9.174804306030273438e+01,8.807744216918945312e+01,6.082509102013379909e+00
2.200534995989299958e+01,9.244946670532226562e+01,8.843974685668945312e+01,7.122174018609220170e+00
2.300510161989796742e+01,9.144575500488281250e+01,8.831940078735351562e+01,5.883928859431754255e+00
2.400485327990293527e+01,9.019190216064453125e+01,8.777478027343750000e+01,4.097622297356182663e+00
2.500460493990789956e+01,9.004966354370117188e+01,8.760681533813476562e+01,3.830889526755103081e+00
2.600435659991286741e+01,9.028667449951171875e+01,8.784935760498046875e+01,4.252730504554486757e+00
2.700410825991783526e+01,9.042641830444335938e+01,8.820650863647460938e+01,4.633959905348874919e+00
2.800385991992280310e+01,9.173350143432617188e+01,8.841173171997070312e+01,6.274999271931400280e+00
2.900361157992776739e+01,9.363262557983398438e+01,8.855443191528320312e+01,8.566624033426515794e+00
3.000336323993273524e+01,9.255797958374023438e+01,8.836745452880859375e+01,7.202153170522676895e+00
3.100311489993770309e+01,9.050310134887695312e+01,8.812454223632812500e+01,4.672106345483808987e+00
3.200286655994266738e+01,8.997198486328125000e+01,8.801304244995117188e+01,3.989509873601218004e+00
3.300261821994763523e+01,9.008507156372070312e+01,8.807549285888671875e+01,4.158523251219686578e+00
3.400236987995260307e+01,9.086678314208984375e+01,8.816031265258789062e+01,5.114883579100611755e+00
3.500212153995757092e+01,9.078585433959960938e+01,8.801425170898437500e+01,4.930926493449851122e+00
3.600187319996253876e+01,9.016608810424804688e+01,8.805003356933593750e+01,4.236562004836310180e+00
3.700162485996749950e+01,9.026066970825195312e+01,8.817710876464843750e+01,4.424068489854191100e+00
3.800137651997246735e+01,9.006062698364257812e+01,8.813073348999023438e+01,4.164159476642925739e+00
